year4,sample_date,biomass_ugL,biomass_mgL,biomass_m3,biomass_per_m2,biomass_per_hec
2001,1/25/2001,58.303227071,0.058303227071000004,58.303227071,1982.3097204140001,19823097.20414
2001,10/18/2001,92.417708415,0.09241770841500001,92.417708415,3142.2020861100004,31422020.861100003
2001,11/14/2001,218.988006354,0.21898800635399998,218.988006354,7445.592216036,74455922.16036
2001,2/27/2001,40.377504582,0.040377504582,40.377504582,1372.835155788,13728351.55788
2001,4/6/2001,34.367144861,0.034367144861,34.367144861,1168.482925274,11684829.25274
2001,5/17/2001,105.00517274199998,0.10500517274199998,105.00517274199998,3570.1758732279995,35701758.73227999
2001,5/2/2001,27.289472413000002,0.027289472413,27.289472413000002,927.8420620420001,9278420.62042
2001,5/30/2001,161.391443319,0.161391443319,161.391443319,5487.309072845999,54873090.72845999
2001,6/14/2001,351.237031394,0.351237031394,351.237031394,11942.059067396,119420590.67395999
2001,6/27/2001,116.69722054,0.11669722054000001,116.69722054,3967.70549836,39677054.9836
2001,7/26/2001,77.686939492,0.07768693949199999,77.686939492,2641.3559427279997,26413559.427279998
2001,8/22/2001,34.661592637,0.034661592637,34.661592637,1178.494149658,11784941.49658
2001,9/19/2001,131.889051145,0.131889051145,131.889051145,4484.22773893,44842277.389299996
2002,10/8/2002,63.860130108,0.063860130108,63.860130108,2171.244423672,21712444.236719996
2002,11/6/2002,149.571249077,0.149571249077,149.571249077,5085.4224686180005,50854224.68618
2002,2/25/2002,111.10497199699999,0.111104971997,111.10497199699999,3777.5690478979996,37775690.47898
2002,4/26/2002,82.929757314,0.082929757314,82.929757314,2819.611748676,28196117.486759998
2002,5/21/2002,268.39210611,0.26839210611,268.39210611,9125.33160774,91253316.07739998
2002,6/19/2002,127.46272185699999,0.127462721857,127.462721857,4333.732543138,43337325.43138
2002,7/15/2002,178.70838755399998,0.17870838755399998,178.70838755399998,6076.085176836,60760851.76836
2002,8/13/2002,125.697276355,0.125697276355,125.697276355,4273.70739607,42737073.9607
2002,9/11/2002,92.47371295800001,0.09247371295800001,92.47371295800001,3144.1062405720004,31441062.405720003
2003,10/15/2003,98.458246583,0.09845824658300001,98.458246583,3347.580383822,33475803.838219997
2003,11/21/2003,61.899834340000005,0.06189983434000001,61.899834340000005,2104.59436756,21045943.6756
2003,3/11/2003,88.59857982199999,0.08859857982199999,88.59857982199999,3012.3517139479995,30123517.139479995
2003,5/1/2003,100.270778685,0.10027077868499999,100.270778685,3409.20647529,34092064.7529
2003,5/29/2003,110.00557421899998,0.11000557421899998,110.00557421899998,3740.1895234459994,37401895.23445999
2003,6/24/2003,242.27507829500001,0.242275078295,242.27507829500001,8237.35266203,82373526.6203
2003,7/22/2003,107.689980273,0.107689980273,107.689980273,3661.459329282,36614593.29282
2003,8/19/2003,112.06299942700001,0.11206299942700002,112.06299942700001,3810.1419805180003,38101419.80518
2003,9/22/2003,122.37268659799999,0.12237268659799999,122.37268659799999,4160.6713443319995,41606713.44331999
2004,10/14/2004,96.111389762,0.096111389762,96.111389762,3267.787251908,32677872.519079998
2004,11/10/2004,80.970944447,0.080970944447,80.970944447,2753.0121111979997,27530121.111979995
2004,2/16/2004,55.699559167000004,0.05569955916700001,55.699559167000004,1893.785011678,18937850.116779998
2004,4/28/2004,23.111795492000002,0.023111795492,23.111795492000002,785.8010467280001,7858010.46728
2004,5/26/2004,120.38171824300001,0.12038171824300001,120.38171824300001,4092.9784202620003,40929784.20262
2004,6/23/2004,176.94990291899998,0.17694990291899998,176.94990291899998,6016.296699246,60162966.99245999
2004,7/20/2004,84.263342069,0.084263342069,84.263342069,2864.953630346,28649536.30346
2004,8/19/2004,76.41802634000001,0.07641802634000001,76.41802634000001,2598.2128955600006,25982128.955600005
2004,9/21/2004,236.430238095,0.236430238095,236.430238095,8038.628095229999,80386280.9523
2005,10/7/2005,125.98320486200001,0.12598320486200001,125.98320486200001,4283.428965308,42834289.65308
2005,11/14/2005,146.367156661,0.146367156661,146.367156661,4976.483326474,49764833.26474
2005,3/3/2005,56.333662417,0.056333662417,56.333662417,1915.344522178,19153445.22178
2005,4/21/2005,78.446116515,0.078446116515,78.446116515,2667.16796151,26671679.6151
2005,5/17/2005,242.417727785,0.242417727785,242.417727785,8242.202744690001,82422027.44690001
2005,6/16/2005,175.218963953,0.17521896395300002,175.218963953,5957.444774402001,59574447.74402001
2005,7/13/2005,109.44319421899999,0.10944319421899999,109.44319421899999,3721.0686034459995,37210686.03445999
2005,8/11/2005,174.402878981,0.174402878981,174.402878981,5929.6978853539995,59296978.85353999
2005,9/7/2005,106.763340073,0.106763340073,106.763340073,3629.953562482,36299535.62482
2006,10/3/2006,194.711372121,0.194711372121,194.711372121,6620.186652114,66201866.521139994
2006,10/30/2006,189.725164801,0.18972516480100002,189.725164801,6450.655603234,64506556.03234
2006,2/14/2006,56.051488600000006,0.056051488600000005,56.051488600000006,1905.7506124000001,19057506.124
2006,4/21/2006,39.267526142,0.039267526142,39.267526142,1335.095888828,13350958.888279999
2006,5/17/2006,253.55649486199997,0.253556494862,253.556494862,8620.920825308,86209208.25308
2006,6/14/2006,246.364274551,0.246364274551,246.364274551,8376.385334734,83763853.34733999
2006,7/10/2006,358.937215426,0.35893721542600004,358.937215426,12203.865324484,122038653.24484
2006,8/8/2006,149.424223876,0.14942422387600002,149.424223876,5080.423611784,50804236.11784
2006,9/6/2006,95.887441925,0.09588744192500001,95.887441925,3260.1730254500003,32601730.2545
2007,10/11/2007,467.3497837,0.46734978369999997,467.3497837,15889.892645799999,158898926.45799997
2007,11/13/2007,226.524245681,0.226524245681,226.524245681,7701.824353154,77018243.53153999
2007,2/26/2007,78.27467614,0.07827467614,78.27467614,2661.3389887599997,26613389.887599997
2007,4/26/2007,167.25387454,0.16725387453999999,167.25387454,5686.63173436,56866317.3436
2007,5/23/2007,171.616726941,0.171616726941,171.616726941,5834.9687159939995,58349687.15993999
2007,6/20/2007,297.36341180299996,0.29736341180299997,297.36341180299996,10110.356001302,101103560.01302
2007,7/17/2007,132.861870202,0.132861870202,132.861870202,4517.303586868,45173035.86868
2007,8/14/2007,48.593713867,0.048593713866999996,48.593713867,1652.186271478,16521862.71478
2007,9/12/2007,140.616170955,0.140616170955,140.616170955,4780.94981247,47809498.1247
2008,10/23/2008,118.188754095,0.11818875409499999,118.188754095,4018.4176392299996,40184176.392299995
2008,11/11/2008,213.070591194,0.21307059119400001,213.070591194,7244.400100596,72444001.00596
2008,2/27/2008,44.696624512999996,0.044696624512999994,44.696624512999996,1519.6852334419998,15196852.334419997
2008,5/12/2008,41.250537889,0.041250537889,41.250537889,1402.518288226,14025182.88226
2008,6/4/2008,153.417395381,0.153417395381,153.417395381,5216.191442954,52161914.42954
2008,7/3/2008,141.357066761,0.141357066761,141.357066761,4806.140269874,48061402.69874
2008,7/31/2008,82.321611952,0.082321611952,82.321611952,2798.934806368,27989348.063679997
2008,8/27/2008,69.363346838,0.069363346838,69.363346838,2358.353792492,23583537.92492
2008,9/25/2008,78.508029874,0.078508029874,78.508029874,2669.273015716,26692730.15716
2009,10/13/2009,155.045515039,0.15504551503900002,155.045515039,5271.547511326,52715475.11325999
2009,11/10/2009,228.335585984,0.228335585984,228.335585984,7763.409923456,77634099.23456
2009,2/16/2009,63.921325107,0.06392132510700001,63.92132510700001,2173.325053638,21733250.53638
2009,4/20/2009,75.992170934,0.075992170934,75.992170934,2583.7338117560003,25837338.117560003
2009,5/28/2009,125.35171111000001,0.12535171111,125.35171111000001,4261.958177740001,42619581.77740001
2009,6/24/2009,148.427920598,0.14842792059799997,148.427920598,5046.549300332,50465493.00331999
2009,7/20/2009,71.777409159,0.07177740915900001,71.777409159,2440.431911406,24404319.11406
2009,8/18/2009,73.68286754,0.07368286754,73.68286754,2505.21749636,25052174.9636
2009,9/15/2009,166.943473587,0.166943473587,166.943473587,5676.078101958,56760781.01958
2010,11/12/2010,139.946762974,0.139946762974,139.946762974,4758.189941116,47581899.41116
2010,2/10/2010,76.174091519,0.076174091519,76.174091519,2589.919111646,25899191.11646
2010,4/14/2010,75.90483759199999,0.075904837592,75.90483759199999,2580.7644781279996,25807644.781279996
2010,5/13/2010,98.676488033,0.098676488033,98.676488033,3355.000593122,33550005.931219995
2010,6/9/2010,216.632056301,0.216632056301,216.632056301,7365.489914234,73654899.14233999
2010,7/7/2010,85.742106404,0.085742106404,85.742106404,2915.231617736,29152316.17736
2010,8/4/2010,72.373349549,0.072373349549,72.373349549,2460.693884666,24606938.84666
2010,9/2/2010,100.745706715,0.100745706715,100.745706715,3425.35402831,34253540.2831
2010,9/29/2010,98.31983901400001,0.09831983901400002,98.31983901400001,3342.8745264760005,33428745.264760002
2011,10/21/2011,59.923914609,0.059923914609,59.923914609,2037.413096706,20374130.96706
2011,11/14/2011,69.679620386,0.069679620386,69.679620386,2369.1070931239997,23691070.931239996
2011,2/16/2011,82.27753052099999,0.082277530521,82.27753052099999,2797.4360377139997,27974360.377139997
2011,5/4/2011,135.348670785,0.13534867078499999,135.348670785,4601.85480669,46018548.0669
2011,6/2/2011,140.619652976,0.140619652976,140.619652976,4781.068201184,47810682.01183999
2011,6/29/2011,151.73434864100003,0.15173434864100002,151.73434864100003,5158.967853794001,51589678.53794
2011,7/28/2011,200.090164082,0.200090164082,200.090164082,6803.0655787880005,68030655.78788
2011,8/25/2011,115.76727512000001,0.11576727512000001,115.76727512000001,3936.0873540800003,39360873.5408
2011,9/21/2011,100.40617347,0.10040617347,100.40617347,3413.8098979799997,34138098.97979999
2012,10/16/2012,79.1770463,0.0791770463,79.1770463,2692.0195742,26920195.742
2012,11/9/2012,61.6245198,0.0616245198,61.6245198,2095.2336732,20952336.731999997
2012,2/22/2012,75.55813386,0.07555813386,75.55813386,2568.97655124,25689765.512399998
2012,4/4/2012,60.775572232,0.060775572232,60.775572232,2066.369455888,20663694.55888
2012,5/1/2012,119.67219945600002,0.11967219945600002,119.67219945600002,4068.8547815040006,40688547.81504001
2012,5/31/2012,183.532752281,0.183532752281,183.532752281,6240.113577554,62401135.775539994
2012,6/25/2012,154.119591228,0.15411959122799998,154.119591228,5240.066101752,52400661.017519996
2012,7/24/2012,30.988227126,0.030988227126000002,30.988227126,1053.599722284,10535997.22284
2012,8/21/2012,70.72131353200001,0.07072131353200001,70.72131353200001,2404.5246600880005,24045246.600880004
2012,9/18/2012,69.462574058,0.069462574058,69.462574058,2361.727517972,23617275.17972
2013,10/2/2013,99.265321957,0.099265321957,99.265321957,3375.020946538,33750209.46538
2013,11/14/2013,119.484745065,0.119484745065,119.484745065,4062.48133221,40624813.3221
2013,2/21/2013,71.023310713,0.071023310713,71.023310713,2414.792564242,24147925.642419998
2013,5/16/2013,66.709290304,0.06670929030400001,66.709290304,2268.115870336,22681158.70336
2013,6/12/2013,8.234234012,0.008234234012,8.234234012,279.963956408,2799639.56408
2013,7/9/2013,196.827253971,0.196827253971,196.827253971,6692.126635014,66921266.35014
2013,9/5/2013,67.593882129,0.067593882129,67.593882129,2298.1919923859996,22981919.923859995
2014,10/9/2014,28.100760642,0.028100760642,28.100760642,955.425861828,9554258.618280001
2014,11/12/2014,60.258447096000005,0.060258447096000006,60.258447096000005,2048.787201264,20487872.01264
2014,2/19/2014,63.67743913699999,0.063677439137,63.677439137,2165.032930658,21650329.30658
2014,5/22/2014,1.097248212,0.001097248212,1.097248212,37.306439208,373064.39207999996
2014,6/19/2014,40.316086658,0.040316086658,40.316086658,1370.7469463720001,13707469.463720001
2014,7/16/2014,51.260504913999995,0.05126050491399999,51.260504913999995,1742.8571670759998,17428571.67076
2014,8/14/2014,103.64985960099999,0.10364985960099998,103.64985960099999,3524.0952264339994,35240952.26433999
2014,9/11/2014,90.198691564,0.090198691564,90.198691564,3066.755513176,30667555.131759997
2015,10/8/2015,102.67692888200001,0.10267692888200002,102.67692888200001,3491.0155819880006,34910155.81988
2015,11/18/2015,197.101801903,0.197101801903,197.101801903,6701.461264701999,67014612.64701999
2015,3/2/2015,78.67546832,0.07867546832,78.67546832,2674.9659228799997,26749659.228799995
2015,4/24/2015,35.402033539,0.035402033539000004,35.402033539,1203.6691403260002,12036691.403260002
2015,5/21/2015,72.274346674,0.072274346674,72.274346674,2457.327786916,24573277.86916
2015,6/18/2015,234.374943906,0.234374943906,234.374943906,7968.748092804,79687480.92804
2015,7/16/2015,72.862574896,0.072862574896,72.862574896,2477.327546464,24773275.46464
2015,8/13/2015,56.759466941,0.056759466941,56.759466941,1929.821875994,19298218.75994
2015,9/11/2015,85.573880676,0.085573880676,85.573880676,2909.511942984,29095119.42984
2016,10/13/2016,75.057283339,0.075057283339,75.057283339,2551.9476335259997,25519476.335259996
2016,11/15/2016,139.229659533,0.13922965953299998,139.229659533,4733.808424121999,47338084.24121999
2016,3/1/2016,84.284963535,0.08428496353500001,84.284963535,2865.6887601900003,28656887.6019
2016,4/27/2016,62.525244662000006,0.062525244662,62.525244662000006,2125.858318508,21258583.18508
2016,5/26/2016,179.22264835,0.17922264834999999,179.22264835,6093.570043899999,60935700.43899999
2016,6/23/2016,163.00417108,0.16300417107999998,163.00417108,5542.14181672,55421418.1672
2016,7/22/2016,78.118117254,0.078118117254,78.118117254,2656.015986636,26560159.866359998
2016,8/19/2016,139.090665643,0.139090665643,139.090665643,4729.082631862,47290826.31862
2016,9/15/2016,116.248546964,0.116248546964,116.248546964,3952.450596776,39524505.96776
2017,10/5/2017,153.08432007099998,0.15308432007099998,153.08432007099998,5204.8668824139995,52048668.82413999
2017,11/14/2017,139.85030622899998,0.139850306229,139.85030622899998,4754.910411786,47549104.11786
2017,2/13/2017,63.898796617,0.063898796617,63.898796617,2172.559084978,21725590.84978
2017,4/21/2017,60.24409749,0.06024409749,60.24409749,2048.29931466,20482993.1466
2017,5/19/2017,128.240748177,0.128240748177,128.240748177,4360.185438018,43601854.38018
2017,6/16/2017,297.008326831,0.297008326831,297.008326831,10098.283112254,100982831.12253998
2017,7/13/2017,134.89480759,0.13489480759,134.89480759,4586.42345806,45864234.58059999
2017,8/10/2017,78.764483669,0.078764483669,78.764483669,2677.992444746,26779924.447459996
2017,9/8/2017,34.540685915,0.034540685914999994,34.540685915,1174.38332111,11743833.211099999
2018,10/4/2018,155.819154081,0.155819154081,155.819154081,5297.8512387539995,52978512.38753999
2018,11/14/2018,234.423627233,0.234423627233,234.423627233,7970.403325922,79704033.25921999
2018,2/21/2018,67.19667905200001,0.06719667905200001,67.19667905200001,2284.6870877680003,22846870.877680004
2018,5/17/2018,58.150727548999996,0.058150727549,58.150727548999996,1977.1247366659998,19771247.366659995
2018,6/14/2018,143.009368409,0.143009368409,143.009368409,4862.318525905999,48623185.25905999
2018,7/12/2018,217.45566231499998,0.217455662315,217.45566231499998,7393.49251871,73934925.1871
2018,8/9/2018,147.661926497,0.147661926497,147.661926497,5020.505500898,50205055.00898
2018,9/7/2018,126.271273562,0.126271273562,126.27127356199999,4293.223301108,42932233.01108
2019,10/24/2019,157.00379942,0.15700379942,157.00379942,5338.129180280001,53381291.8028
2019,11/18/2019,133.368524003,0.133368524003,133.368524003,4534.529816102,45345298.161019996
2019,2/21/2019,44.725897927000005,0.044725897927000005,44.725897927000005,1520.6805295180002,15206805.29518
2019,5/10/2019,43.505337096999995,0.043505337096999996,43.505337096999995,1479.1814612979997,14791814.612979997
2019,6/6/2019,169.50544665400002,0.16950544665400002,169.50544665400002,5763.185186236001,57631851.86236001
2019,7/3/2019,256.3753671,0.25637536710000003,256.3753671,8716.762481400001,87167624.81400001
2019,8/1/2019,162.518045993,0.162518045993,162.518045993,5525.613563761999,55256135.63761999
2019,8/29/2019,98.228332133,0.098228332133,98.228332133,3339.763292522,33397632.925219998
2019,9/26/2019,141.660491668,0.141660491668,141.660491668,4816.456716711999,48164567.167119995
